01-06-2023,8569.62
02-06-2023,69.62
03-06-2023,2929.62
04-06-2023,0.62
05-06-2023,0.62
06-06-2023,4500.62
07-06-2023,13046.62
08-06-2023,546.62
09-06-2023,2546.62
10-06-2023,10863.62
11-06-2023,8363.62
12-06-2023,6863.62
13-06-2023,23133.62
14-06-2023,23633.62
15-06-2023,1633.62
16-06-2023,59.46
17-06-2023,570.46
18-06-2023,570.46
19-06-2023,414.46
